GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC02_EST_VC43,Below poverty level; Estimate; Population for whom poverty status is determined - All Individuals below: - 150 percent of poverty level
HC02_MOE_VC43,Below poverty level; Margin of Error; Population for whom poverty status is determined - All Individuals below: - 150 percent of poverty level
HC03_EST_VC43,Percent  below poverty level; Estimate; Population for whom poverty status is determined - All Individuals below: - 150 percent of poverty level
HC03_MOE_VC43,Percent  below poverty level; Margin of Error; Population for whom poverty status is determined - All Individuals below: - 150 percent of poverty level
HC01_EST_VC44,Total; Estimate; Population for whom poverty status is determined - All Individuals below: - 185 percent of poverty level
HC01_MOE_VC44,Total; Margin of Error; Population for whom poverty status is determined - All Individuals below: - 185 percent of poverty level
HC02_EST_VC44,Below poverty level; Estimate; Population for whom poverty status is determined - All Individuals below: - 185 percent of poverty level
HC02_MOE_VC44,Below poverty level; Margin of Error; Population for whom poverty status is determined - All Individuals below: - 185 percent of poverty level
HC03_EST_VC44,Percent  below poverty level; Estimate; Population for whom poverty status is determined - All Individuals below: - 185 percent of poverty level
HC03_MOE_VC44,Percent  below poverty level; Margin of Error; Population for whom poverty status is determined - All Individuals below: - 185 percent of poverty level
HC01_EST_VC45,Total; Estimate; Population for whom poverty status is determined - All Individuals below: - 200 percent of poverty level
HC01_MOE_VC45,Total; Margin of Error; Population for whom poverty status is determined - All Individuals below: - 200 percent of poverty level
HC02_EST_VC45,Below poverty level; Estimate; Population for whom poverty status is determined - All Individuals below: - 200 percent of poverty level
HC02_MOE_VC45,Below poverty level; Margin of Error; Population for whom poverty status is determined - All Individuals below: - 200 percent of poverty level
HC03_EST_VC45,Percent  below poverty level; Estimate; Population for whom poverty status is determined - All Individuals below: - 200 percent of poverty level
HC03_MOE_VC45,Percent  below poverty level; Margin of Error; Population for whom poverty status is determined - All Individuals below: - 200 percent of poverty level
HC01_EST_VC46,Total; Estimate; Unrelated individuals for whom poverty status is determined
HC01_MOE_VC46,Total; Margin of Error; Unrelated individuals for whom poverty status is determined
HC02_EST_VC46,Below poverty level; Estimate; Unrelated individuals for whom poverty status is determined
HC02_MOE_VC46,Below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined
HC03_EST_VC46,Percent  below poverty level; Estimate; Unrelated individuals for whom poverty status is determined
HC03_MOE_VC46,Percent  below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined
HC01_EST_VC47,Total; Estimate; Unrelated individuals for whom poverty status is determined - Male
HC01_MOE_VC47,Total; Margin of Error; Unrelated individuals for whom poverty status is determined - Male
HC02_EST_VC47,Below poverty level; Estimate; Unrelated individuals for whom poverty status is determined - Male
HC02_MOE_VC47,Below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined - Male
HC03_EST_VC47,Percent  below poverty level; Estimate; Unrelated individuals for whom poverty status is determined - Male
HC03_MOE_VC47,Percent  below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined - Male
HC01_EST_VC48,Total; Estimate; Unrelated individuals for whom poverty status is determined - Female
HC01_MOE_VC48,Total; Margin of Error; Unrelated individuals for whom poverty status is determined - Female
HC02_EST_VC48,Below poverty level; Estimate; Unrelated individuals for whom poverty status is determined - Female
HC02_MOE_VC48,Below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined - Female
HC03_EST_VC48,Percent  below poverty level; Estimate; Unrelated individuals for whom poverty status is determined - Female
HC03_MOE_VC48,Percent  below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined - Female
HC01_EST_VC49,Total; Estimate; Unrelated individuals for whom poverty status is determined - Mean income deficit for unrelated individuals (dollars)
HC01_MOE_VC49,Total; Margin of Error; Unrelated individuals for whom poverty status is determined - Mean income deficit for unrelated individuals (dollars)
HC02_EST_VC49,Below poverty level; Estimate; Unrelated individuals for whom poverty status is determined - Mean income deficit for unrelated individuals (dollars)
HC02_MOE_VC49,Below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined - Mean income deficit for unrelated individuals (dollars)
HC03_EST_VC49,Percent  below poverty level; Estimate; Unrelated individuals for whom poverty status is determined - Mean income deficit for unrelated individuals (dollars)
HC03_MOE_VC49,Percent  below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined - Mean income deficit for unrelated individuals (dollars)
HC01_EST_VC50,"Total; Estimate; Unrelated individuals for whom poverty status is determined - Worked full-time, year-round in the past 12 months"
HC01_MOE_VC50,"Total; Margin of Error; Unrelated individuals for whom poverty status is determined - Worked full-time, year-round in the past 12 months"
HC02_EST_VC50,"Below poverty level; Estimate; Unrelated individuals for whom poverty status is determined - Worked full-time, year-round in the past 12 months"
HC02_MOE_VC50,"Below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined - Worked full-time, year-round in the past 12 months"
HC03_EST_VC50,"Percent  below poverty level; Estimate; Unrelated individuals for whom poverty status is determined - Worked full-time, year-round in the past 12 months"
HC03_MOE_VC50,"Percent  below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined - Worked full-time, year-round in the past 12 months"
HC01_EST_VC51,"Total; Estimate; Unrelated individuals for whom poverty status is determined - Worked less than full-time, year-round in the past 12 months"
HC01_MOE_VC51,"Total; Margin of Error; Unrelated individuals for whom poverty status is determined - Worked less than full-time, year-round in the past 12 months"
HC02_EST_VC51,"Below poverty level; Estimate; Unrelated individuals for whom poverty status is determined - Worked less than full-time, year-round in the past 12 months"
HC02_MOE_VC51,"Below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined - Worked less than full-time, year-round in the past 12 months"
HC03_EST_VC51,"Percent  below poverty level; Estimate; Unrelated individuals for whom poverty status is determined - Worked less than full-time, year-round in the past 12 months"
HC03_MOE_VC51,"Percent  below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined - Worked less than full-time, year-round in the past 12 months"
HC01_EST_VC52,Total; Estimate; Unrelated individuals for whom poverty status is determined - Did not work
HC01_MOE_VC52,Total; Margin of Error; Unrelated individuals for whom poverty status is determined - Did not work
HC02_EST_VC52,Below poverty level; Estimate; Unrelated individuals for whom poverty status is determined - Did not work
HC02_MOE_VC52,Below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined - Did not work
HC03_EST_VC52,Percent  below poverty level; Estimate; Unrelated individuals for whom poverty status is determined - Did not work
HC03_MOE_VC52,Percent  below poverty level; Margin of Error; Unrelated individuals for whom poverty status is determined - Did not work
HC01_EST_VC54,Total; Estimate; PERCENT IMPUTED - Poverty status for individuals
HC01_MOE_VC54,Total; Margin of Error; PERCENT IMPUTED - Poverty status for individuals
HC02_EST_VC54,Below poverty level; Estimate; PERCENT IMPUTED - Poverty status for individuals
HC02_MOE_VC54,Below poverty level; Margin of Error; PERCENT IMPUTED - Poverty status for individuals
HC03_EST_VC54,Percent  below poverty level; Estimate; PERCENT IMPUTED - Poverty status for individuals
HC03_MOE_VC54,Percent  below poverty level; Margin of Error; PERCENT IMPUTED - Poverty status for individuals
