GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25,VD26,VD27,VD28,VD29,VD30,VD31,VD32,VD33,VD34,VD35,VD36,VD37,VD38,VD39,VD40,VD41,VD42,VD43,VD44,VD45,VD46,VD47,VD48,VD49,VD50,VD51,VD52,VD53,VD54,VD55,VD56,VD57,VD58,VD59,pVD02,pVD03,pVD17
1400000US11001004600,11001004600,"Census Tract 46, District of Columbia, District of Columbia",2980,720,353,17,2,55,21,0,25,35,19,93,51,25,4,6,367,30,11,59,7,0,28,22,61,35,66,0,20,28,2260,1118,83,4,110,37,10,25,129,227,155,169,88,35,46,1142,49,0,112,55,20,30,111,169,184,174,130,61,47,0.241610738,0.118456376,0.123154362
1400000US11001004700,11001004700,"Census Tract 47, District of Columbia, District of Columbia",4154,1530,586,92,8,76,67,0,31,39,24,99,50,44,31,25,944,121,25,115,25,0,0,132,102,143,71,72,57,81,2624,1148,90,15,240,55,40,44,119,121,111,99,82,90,42,1476,95,9,164,84,13,15,100,221,242,184,95,173,81,0.368319692,0.141068849,0.227250843
1400000US11001004801,11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",1797,538,283,13,0,17,29,0,18,13,50,45,63,16,7,12,255,34,0,10,0,0,0,45,17,21,26,27,21,54,1259,652,25,4,39,0,14,8,71,137,116,84,80,46,28,607,30,5,17,26,7,6,5,107,94,136,51,39,84,0.299387869,0.157484697,0.141903172
1400000US11001004802,11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",2896,609,301,8,0,15,27,7,21,27,33,45,45,41,21,11,308,19,5,16,3,0,0,30,11,93,39,36,36,20,2287,1082,99,12,113,43,9,56,113,201,176,131,63,51,15,1205,47,17,149,50,12,25,152,220,178,136,90,101,28,0.210290055,0.103936464,0.106353591
1400000US11001004901,11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",1931,682,298,54,0,51,22,0,0,18,9,34,54,21,17,18,384,19,6,12,0,16,25,30,38,98,46,35,36,23,1249,610,49,0,58,15,0,20,43,162,111,91,35,5,21,639,27,12,48,5,0,0,60,153,123,58,89,26,38,0.353184878,0.154324184,0.198860694
1400000US11001004902,11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",2228,415,230,13,0,16,6,0,6,62,45,58,0,15,9,0,185,16,7,16,0,8,12,57,26,30,0,0,6,7,1813,925,63,11,77,28,9,16,145,231,163,117,30,21,14,888,42,0,102,37,24,36,138,179,110,116,55,32,17,0.186265709,0.103231598,0.083034111
1400000US11001005000,11001005000,"Census Tract 50, District of Columbia, District of Columbia",7249,1982,1183,27,18,57,15,57,37,206,230,139,122,121,154,0,799,52,10,66,13,0,0,93,178,60,94,72,67,94,5267,3214,58,15,127,32,6,51,509,1016,692,467,160,24,57,2053,88,6,95,25,0,28,252,529,458,243,156,145,28,0.273417023,0.163194923,0.1102221
1400000US11001005100,11001005100,"Census Tract 51, District of Columbia, District of Columbia",733,69,19,0,0,9,0,0,0,0,0,6,0,0,0,4,50,0,6,6,0,0,0,8,17,0,0,6,0,7,664,363,0,0,9,0,0,0,16,162,114,29,0,3,30,301,0,0,0,9,0,0,8,105,26,33,17,18,85,0.094133697,0.025920873,0.068212824
1400000US11001005201,11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",4540,880,385,37,5,26,15,0,4,73,102,26,68,9,10,10,495,29,9,30,0,0,0,90,148,48,9,36,21,75,3660,2239,51,0,24,6,0,0,167,818,619,330,131,64,29,1421,42,5,40,22,0,0,154,473,279,205,87,46,68,0.193832599,0.084801762,0.109030837
1400000US11001005202,11001005202,"Census Tract 52.02, District of Columbia, District of Columbia",782,203,65,0,0,0,0,0,0,30,22,13,0,0,0,0,138,9,0,9,0,0,0,54,40,17,0,9,0,0,579,345,6,0,5,0,0,0,27,172,63,44,20,0,8,234,11,0,6,0,7,16,67,55,18,20,4,24,6,0.259590793,0.083120205,0.176470588
1400000US11001005301,11001005301,"Census Tract 53.01, District of Columbia, District of Columbia",5030,438,184,4,0,0,0,0,0,75,43,8,28,9,8,9,254,5,0,6,0,0,0,71,114,14,23,7,14,0,4592,2415,31,0,13,19,0,11,161,980,644,332,150,65,9,2177,45,0,16,0,0,0,326,964,289,228,151,82,76,0.087077535,0.036580517,0.050497018
1400000US11001005302,11001005302,"Census Tract 53.02, District of Columbia, District of Columbia",184,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,101,0,0,0,0,0,0,6,30,28,23,0,7,7,77,6,0,0,0,0,0,21,16,7,7,5,6,9,0.032608696,0.032608696,0
1400000US11001005401,11001005401,"Census Tract 54.01, District of Columbia, District of Columbia",1221,182,79,0,0,0,0,0,0,79,0,0,0,0,0,0,103,0,0,0,0,0,0,38,13,11,11,15,7,8,1039,530,0,0,18,0,0,0,128,89,94,96,81,14,10,509,9,0,0,0,0,0,111,188,48,81,29,31,12,0.149058149,0.064701065,0.084357084
1400000US11001005402,11001005402,"Census Tract 54.02, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US11001005500,11001005500,"Census Tract 55, District of Columbia, District of Columbia",4523,578,276,0,0,9,8,0,0,88,103,9,40,19,0,0,302,0,0,8,0,0,0,178,58,21,24,13,0,0,3945,1978,8,0,11,0,0,0,206,642,431,327,186,110,57,1967,46,17,11,0,0,0,188,777,313,228,207,91,89,0.127791289,0.061021446,0.066769843
1400000US11001005600,11001005600,"Census Tract 56, District of Columbia, District of Columbia",4843,1192,387,0,0,0,0,0,0,230,60,20,23,18,21,15,805,0,0,0,0,0,0,554,60,32,57,0,44,58,3651,1709,25,0,20,18,0,0,189,335,204,272,237,208,201,1942,0,0,12,0,0,5,296,318,159,225,298,258,371,0.246128433,0.079909147,0.166219286
1400000US11001005701,11001005701,"Census Tract 57.01, District of Columbia, District of Columbia",1599,857,411,5,0,0,0,0,0,330,56,20,0,0,0,0,446,0,0,0,0,0,0,342,84,0,11,0,0,9,742,378,0,0,0,0,0,0,79,207,43,16,14,19,0,364,4,0,0,0,0,0,138,125,22,9,40,0,26,0.535959975,0.257035647,0.278924328
1400000US11001005702,11001005702,"Census Tract 57.02, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US11001005800,11001005800,"Census Tract 58, District of Columbia, District of Columbia",1422,446,224,0,0,14,12,0,15,19,8,52,34,29,0,41,222,7,0,7,0,0,0,42,0,48,31,0,38,49,976,607,6,0,13,0,0,12,33,132,149,129,70,54,9,369,5,0,0,12,0,0,17,68,84,76,60,31,16,0.313642757,0.157524613,0.156118143
1400000US11001005900,11001005900,"Census Tract 59, District of Columbia, District of Columbia",1695,627,379,0,0,0,0,0,10,35,17,62,125,63,49,18,248,0,0,0,0,0,0,4,15,86,32,40,24,47,1068,508,9,20,8,29,9,0,18,98,121,109,61,26,0,560,14,9,62,17,0,11,47,72,91,95,89,16,37,0.369911504,0.22359882,0.146312684
1400000US11001006001,11001006001,"Census Tract 60.01, District of Columbia, District of Columbia",2670,345,171,0,0,0,0,0,0,33,28,35,54,21,0,0,174,0,0,0,0,14,17,36,52,24,17,10,0,4,2325,1179,35,0,22,14,0,0,59,296,345,192,145,59,12,1146,67,0,44,40,0,0,83,335,169,214,91,54,49,0.129213483,0.064044944,0.065168539
1400000US11001006002,11001006002,"Census Tract 60.02, District of Columbia, District of Columbia",752,445,182,29,10,76,20,0,0,6,21,13,0,7,0,0,263,11,7,112,15,0,0,19,32,13,48,6,0,0,307,91,19,0,4,0,0,8,15,0,23,14,8,0,0,216,24,0,20,25,0,0,49,9,46,38,0,5,0,0.591755319,0.242021277,0.349734043
1400000US11001006100,11001006100,"Census Tract 61, District of Columbia, District of Columbia",2213,282,151,10,0,44,0,0,0,22,46,9,0,0,0,20,131,14,0,0,0,0,0,41,8,28,19,10,11,0,1931,906,19,0,38,0,9,0,34,229,192,152,104,93,36,1025,7,12,10,0,0,18,98,232,124,198,150,115,61,0.12742883,0.068233168,0.059195662
1400000US11001006201,11001006201,"Census Tract 62.01, District of Columbia, District of Columbia",149,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,87,0,0,0,0,0,0,34,13,0,10,14,16,0,49,0,0,0,0,0,0,0,11,0,24,14,0,0,0.087248322,0.087248322,0
1400000US11001006202,11001006202,"Census Tract 62.02, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US11001006301,11001006301,"Census Tract 63.01, District of Columbia, District of Columbia",3739,574,232,11,16,37,0,0,0,10,27,21,52,28,22,8,342,26,0,0,0,23,8,48,65,33,56,54,12,17,3165,1496,33,15,38,23,16,19,54,208,221,287,231,214,137,1669,43,0,75,26,0,0,96,175,279,297,292,157,229,0.153516983,0.062048676,0.091468307
1400000US11001006302,11001006302,"Census Tract 63.02, District of Columbia, District of Columbia",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,22,0,0,0,0,0,0,0,0,12,0,10,0,0,35,0,0,15,0,0,0,0,0,10,0,10,0,0,0,0,0
1400000US11001006400,11001006400,"Census Tract 64, District of Columbia, District of Columbia",2149,914,291,24,9,31,23,0,36,16,21,24,18,36,25,28,623,45,8,28,35,0,10,63,43,77,67,34,75,138,1235,591,31,16,61,14,8,37,36,107,133,65,25,24,34,644,31,11,46,10,0,28,61,136,93,48,66,99,15,0.4253141,0.135411819,0.28990228
1400000US11001006500,11001006500,"Census Tract 65, District of Columbia, District of Columbia",2518,134,83,0,0,0,0,0,0,11,42,0,30,0,0,0,51,0,0,7,0,0,8,20,16,0,0,0,0,0,2384,1193,40,0,46,9,0,0,97,406,277,159,99,40,20,1191,42,12,43,0,0,9,119,402,233,126,88,53,64,0.053216839,0.032962669,0.02025417
1400000US11001006600,11001006600,"Census Tract 66, District of Columbia, District of Columbia",1741,91,69,0,0,0,0,0,0,15,21,9,9,6,9,0,22,0,0,0,0,0,0,2,12,0,0,0,2,6,1650,786,29,0,12,8,0,8,27,283,73,132,123,78,13,864,21,9,0,16,0,0,111,268,115,120,147,36,21,0.052268811,0.039632395,0.012636416
1400000US11001006700,11001006700,"Census Tract 67, District of Columbia, District of Columbia",3543,172,105,0,0,6,0,0,7,17,8,28,19,5,8,7,67,0,0,0,0,0,0,0,34,11,8,0,7,7,3371,1718,68,6,41,24,9,27,81,515,353,272,201,79,42,1653,74,15,44,23,0,10,127,461,324,275,207,52,41,0.04854643,0.029635902,0.018910528
1400000US11001006801,11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",2039,497,241,6,0,77,0,0,0,46,19,50,0,25,18,0,256,7,5,35,17,15,8,7,43,28,13,65,6,7,1542,797,32,7,29,16,19,8,80,148,164,122,78,75,19,745,49,4,57,36,0,11,38,106,110,106,62,77,89,0.243746935,0.118195194,0.125551741
1400000US11001006802,11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",2029,469,223,5,5,16,0,0,0,9,18,43,73,29,19,6,246,4,0,0,0,10,16,34,18,19,36,11,51,47,1560,788,11,0,10,42,0,0,112,150,189,127,40,36,71,772,51,0,20,13,9,38,49,111,154,145,47,25,110,0.231148349,0.109906358,0.121241991
1400000US11001006804,11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",292,28,17,0,0,0,0,0,0,9,0,8,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,264,146,0,0,0,0,0,5,33,69,9,16,0,14,0,118,0,0,9,7,0,0,29,30,28,0,7,8,0,0.095890411,0.058219178,0.037671233
1400000US11001006900,11001006900,"Census Tract 69, District of Columbia, District of Columbia",1805,339,141,18,0,0,0,0,0,8,16,9,31,27,11,21,198,11,5,13,6,0,0,0,40,18,48,21,36,0,1466,837,26,8,41,20,0,15,18,222,199,146,58,44,40,629,11,0,13,18,0,7,52,140,113,126,62,43,44,0.187811634,0.078116343,0.109695291
1400000US11001007000,11001007000,"Census Tract 70, District of Columbia, District of Columbia",1856,251,114,10,0,9,0,6,13,0,26,40,10,0,0,0,137,15,0,20,0,0,0,15,30,29,13,7,0,8,1605,817,31,0,5,5,0,0,20,239,216,167,97,10,27,788,26,9,21,0,0,9,46,289,104,147,62,25,50,0.135237069,0.061422414,0.073814655
1400000US11001007100,11001007100,"Census Tract 71, District of Columbia, District of Columbia",2775,1180,503,85,26,139,46,3,49,54,18,34,19,7,7,16,677,88,15,100,35,13,14,81,100,85,55,10,51,30,1595,733,39,0,83,44,13,22,54,136,123,105,63,44,7,862,58,8,55,45,3,22,64,173,181,100,92,48,13,0.425225225,0.181261261,0.243963964
1400000US11001007200,11001007200,"Census Tract 72, District of Columbia, District of Columbia",1846,1146,449,51,18,88,16,7,11,28,55,25,56,24,58,12,697,48,14,58,61,9,44,60,45,116,66,55,59,62,700,389,3,18,24,0,6,13,61,34,88,47,60,21,14,311,0,0,20,31,4,0,32,27,52,60,49,21,15,0.620801733,0.243228602,0.377573131
1400000US11001007301,11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",4631,118,59,0,0,21,0,0,3,8,7,20,0,0,0,0,59,8,0,10,4,0,0,15,0,18,4,0,0,0,4513,2257,373,78,285,171,23,28,129,553,503,88,11,15,0,2256,387,76,299,111,14,27,223,521,446,110,27,15,0,0.025480458,0.012740229,0.012740229
1400000US11001007302,11001007302,"Census Tract 73.02, District of Columbia, District of Columbia",3250,731,307,59,4,66,29,15,21,19,9,8,57,20,0,0,424,49,27,81,17,10,22,41,67,67,22,9,6,6,2519,1255,78,16,76,51,13,38,124,174,230,182,158,86,29,1264,52,8,103,32,17,31,125,156,205,210,172,121,32,0.224923077,0.094461538,0.130461538
1400000US11001007304,11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",4446,1946,719,158,48,201,18,29,35,98,36,37,40,4,8,7,1227,187,62,179,72,43,17,148,180,194,79,48,6,12,2500,1121,93,21,149,63,19,19,56,184,195,127,129,57,9,1379,49,30,173,57,44,53,88,245,201,186,152,84,17,0.437696806,0.161718399,0.275978408
1400000US11001007308,11001007308,"Census Tract 73.08, District of Columbia, District of Columbia",382,345,201,0,0,0,0,0,71,130,0,0,0,0,0,0,144,0,0,0,0,0,25,119,0,0,0,0,0,0,37,37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903141361,0.52617801,0.376963351
1400000US11001007401,11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",2996,1729,694,115,36,244,53,18,34,95,41,15,24,14,0,5,1035,109,17,147,87,0,58,136,118,191,70,46,40,16,1267,600,56,9,64,38,29,25,61,52,106,91,35,14,20,667,33,8,115,31,0,19,56,93,85,108,65,26,28,0.577102804,0.23164219,0.345460614
1400000US11001007403,11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",2276,639,238,64,6,46,0,0,10,48,17,18,14,0,9,6,401,55,19,64,5,0,5,84,84,31,18,21,10,5,1637,644,65,33,102,32,15,21,62,115,68,89,0,35,7,993,60,14,125,56,8,40,122,190,117,135,56,43,27,0.280755712,0.10456942,0.176186292
1400000US11001007404,11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",3308,2098,961,118,48,295,50,41,42,104,96,77,62,11,17,0,1137,170,45,227,61,9,26,97,197,144,94,27,28,12,1210,502,53,0,67,36,12,14,54,50,67,57,36,34,22,708,34,6,108,39,5,41,58,94,121,76,72,51,3,0.634220073,0.29050786,0.343712213
1400000US11001007406,11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",3133,1619,613,176,41,223,28,6,32,20,40,21,26,0,0,0,1006,162,23,205,45,21,21,135,204,105,61,7,6,11,1514,683,36,16,120,84,25,23,106,78,102,60,23,10,0,831,39,21,136,28,13,39,70,162,149,78,51,23,22,0.516757102,0.195659113,0.321097989
1400000US11001007407,11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",2412,589,277,37,6,72,12,0,11,22,28,23,19,39,8,0,312,52,0,42,0,9,0,75,6,48,25,28,9,18,1823,802,64,32,50,33,0,16,79,113,162,106,59,45,43,1021,60,15,111,40,10,25,98,139,166,135,106,72,44,0.244195688,0.114842454,0.129353234
1400000US11001007408,11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",2145,1116,430,81,24,119,25,18,19,24,39,37,21,11,0,12,686,103,15,127,22,13,12,85,115,96,35,25,24,14,1029,447,29,16,59,28,15,8,23,62,92,55,42,6,12,582,40,20,37,28,12,12,38,101,83,73,62,53,23,0.52027972,0.2004662,0.31981352
1400000US11001007409,11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",3430,1423,645,128,50,113,57,13,23,77,66,30,60,0,22,6,778,92,13,116,22,29,15,133,135,105,43,24,22,29,2007,850,79,41,142,6,16,21,60,156,164,52,43,46,24,1157,106,22,146,27,10,24,154,219,155,127,84,46,37,0.414868805,0.188046647,0.226822157
1400000US11001007502,11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",3957,1771,737,122,30,141,43,16,33,75,101,38,68,33,37,0,1034,159,12,124,62,44,33,148,84,154,76,42,71,25,2186,945,66,15,137,77,16,31,105,108,169,122,58,25,16,1241,26,0,167,31,0,20,108,241,179,227,124,86,32,0.447561284,0.186252211,0.261309073
1400000US11001007503,11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",2699,1014,372,75,13,82,46,11,0,49,43,5,27,14,7,0,642,109,21,71,18,18,43,77,76,76,71,35,6,21,1685,767,40,0,93,67,0,30,38,106,157,79,77,30,50,918,52,20,70,34,27,34,105,124,112,103,137,68,32,0.375694702,0.137828825,0.237865876
1400000US11001007504,11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",2151,816,376,80,15,63,27,0,6,36,22,32,38,7,50,0,440,53,0,94,15,0,11,43,80,78,21,11,22,12,1335,589,55,24,102,13,0,0,53,81,106,81,51,23,0,746,46,24,94,35,0,16,82,119,129,85,40,44,32,0.379358438,0.174802417,0.20455602
1400000US11001007601,11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",4540,955,431,67,19,19,8,13,7,46,58,120,22,25,21,6,524,28,22,34,39,4,25,90,34,72,53,59,55,9,3585,1669,108,45,145,69,29,40,155,224,234,236,201,124,59,1916,82,28,143,66,12,56,155,286,317,316,236,140,79,0.210352423,0.094933921,0.115418502
1400000US11001007603,11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",4167,675,233,40,0,36,20,0,12,9,33,41,19,8,15,0,442,39,0,56,15,0,15,76,52,47,31,47,16,48,3492,1528,64,28,130,50,22,0,104,255,266,203,183,123,100,1964,79,22,109,48,37,25,57,327,313,393,231,168,155,0.161987041,0.055915527,0.106071514
1400000US11001007604,11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",3755,549,191,35,0,36,18,0,0,22,12,39,7,14,8,0,358,37,0,29,27,9,25,14,61,46,39,41,21,9,3206,1437,64,0,165,24,19,13,122,195,277,214,164,123,57,1769,94,30,100,58,20,33,126,229,295,286,228,151,119,0.14620506,0.050865513,0.095339547
1400000US11001007605,11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",3688,623,348,11,13,26,37,0,38,31,36,55,43,44,0,14,275,37,11,23,6,0,0,10,19,69,34,29,21,16,3065,1339,94,44,85,60,5,25,149,238,236,162,134,70,37,1726,59,11,141,58,12,46,158,298,230,281,210,124,98,0.168926247,0.094360087,0.074566161
1400000US11001007703,11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",4598,1486,578,90,26,160,36,19,22,65,56,62,25,11,6,0,908,155,22,111,62,8,16,112,95,166,70,30,35,26,3112,1383,98,9,171,62,28,36,135,129,274,182,120,113,26,1729,78,9,149,103,47,27,132,291,238,245,177,149,84,0.323183993,0.125706829,0.197477164
1400000US11001007707,11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",3753,746,286,48,0,23,11,0,13,44,59,50,16,6,5,11,460,75,6,98,12,0,6,26,44,58,22,58,37,18,3007,1345,95,12,189,38,18,27,72,145,205,181,122,132,109,1662,85,7,109,39,22,65,162,194,237,249,154,189,150,0.198774314,0.076205702,0.122568612
1400000US11001007708,11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",2642,640,237,33,0,51,0,17,14,0,8,29,39,18,28,0,403,42,4,55,11,0,17,29,57,48,104,30,6,0,2002,898,88,50,83,50,8,23,75,164,171,43,55,68,20,1104,73,12,104,22,0,33,107,176,196,165,90,78,48,0.242240727,0.089704769,0.152535958
1400000US11001007709,11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",2009,295,124,0,0,4,0,14,24,39,5,3,23,12,0,0,171,13,0,6,0,0,6,24,13,28,25,23,22,11,1714,754,47,10,79,21,14,4,66,85,118,136,101,49,24,960,84,14,86,11,0,27,93,117,189,126,94,64,55,0.146839223,0.06172225,0.085116974
1400000US11001007803,11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",3079,780,339,59,4,61,15,0,9,23,27,52,46,16,27,0,441,35,10,33,10,23,14,27,86,47,56,33,44,23,2299,1105,64,3,86,63,9,24,103,132,173,184,116,102,46,1194,41,0,92,48,20,19,90,113,212,201,129,102,127,0.253329003,0.110100682,0.143228321
1400000US11001007804,11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",3098,1257,489,91,0,143,40,23,37,23,6,63,39,0,18,6,768,76,21,94,92,0,24,91,108,128,70,20,26,18,1841,861,32,22,111,0,17,13,102,112,176,75,104,40,57,980,60,15,76,22,0,23,75,103,139,139,135,63,130,0.405745642,0.15784377,0.247901872
1400000US11001007806,11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",2097,371,197,0,16,14,12,0,17,10,6,59,23,11,19,10,174,16,0,20,10,0,0,23,5,54,17,7,13,9,1726,873,48,0,82,38,14,40,36,139,139,129,108,54,46,853,35,0,85,11,0,10,76,124,110,149,120,55,78,0.176919409,0.093943729,0.08297568
1400000US11001007807,11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",1941,313,137,0,0,23,0,9,5,38,9,21,5,0,15,12,176,0,0,23,5,0,4,14,41,19,16,12,33,9,1628,768,61,0,74,63,16,43,116,62,69,114,90,40,20,860,48,19,122,17,11,19,29,83,171,135,91,61,54,0.161257084,0.070582174,0.09067491
1400000US11001007808,11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",4053,1459,631,114,32,160,39,7,44,59,41,17,27,52,33,6,828,45,18,178,37,7,29,99,108,135,71,25,48,28,2594,1174,38,11,191,39,29,32,133,159,194,128,85,84,51,1420,104,34,167,33,29,49,79,161,183,219,191,73,98,0.359980262,0.155687145,0.204293116
1400000US11001007809,11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",2567,577,293,20,0,24,0,0,0,7,21,80,47,69,19,6,284,17,0,0,7,0,11,31,41,77,19,30,17,34,1990,853,71,27,44,30,0,37,58,161,132,146,52,42,53,1137,33,7,90,46,0,32,103,148,161,203,103,127,84,0.224776003,0.114141021,0.110634982
1400000US11001007901,11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",3629,1159,443,69,0,71,19,0,22,56,30,47,62,18,17,32,716,69,10,109,29,15,22,92,42,125,93,38,21,51,2470,1092,60,63,132,16,29,8,45,165,223,131,100,75,45,1378,62,34,86,61,11,59,95,206,215,179,158,117,95,0.319371728,0.122072196,0.197299532
1400000US11001007903,11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",1834,349,177,6,0,25,0,13,17,34,0,9,39,21,0,13,172,24,0,8,0,0,10,20,9,26,26,23,15,11,1485,682,27,0,25,15,13,30,45,103,150,109,75,46,44,803,29,5,54,37,0,28,75,41,137,126,72,115,84,0.190294438,0.09651036,0.093784079
1400000US11001008001,11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",2620,464,223,6,0,22,28,13,6,32,32,36,17,31,0,0,241,0,36,24,11,8,10,24,0,67,19,7,17,18,2156,1124,43,7,123,57,23,25,35,165,229,196,92,71,58,1032,65,7,55,39,10,11,41,153,162,193,107,78,111,0.177099237,0.085114504,0.091984733
1400000US11001008002,11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",3097,406,199,12,5,0,6,0,7,13,34,85,23,14,0,0,207,19,0,27,6,0,0,33,25,20,22,18,18,19,2691,1308,60,13,67,14,9,4,90,390,224,217,112,59,49,1383,74,17,52,26,8,21,89,320,274,205,155,72,70,0.131094608,0.064255731,0.066838876
1400000US11001008100,11001008100,"Census Tract 81, District of Columbia, District of Columbia",2422,150,91,13,4,0,0,0,0,14,42,10,0,8,0,0,59,6,0,0,0,0,0,7,8,19,12,0,0,7,2272,1179,34,13,38,0,10,13,104,336,278,161,107,63,22,1093,27,0,34,15,12,1,105,352,169,165,85,74,54,0.061932287,0.037572254,0.024360033
1400000US11001008200,11001008200,"Census Tract 82, District of Columbia, District of Columbia",2543,84,59,0,0,0,0,0,0,8,0,8,15,13,15,0,25,0,0,0,0,0,4,0,6,0,0,0,10,5,2459,1164,49,19,0,10,0,10,99,433,223,102,153,52,14,1295,34,0,22,18,6,4,211,492,161,164,113,23,47,0.033031852,0.023200944,0.009830908
1400000US11001008301,11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",2311,219,81,0,0,0,0,0,0,14,24,8,16,6,13,0,138,0,0,58,0,0,0,20,0,31,10,0,9,10,2092,1164,42,0,45,40,0,5,137,362,209,209,71,30,14,928,39,5,22,11,15,10,84,286,172,150,66,40,28,0.094764171,0.035049762,0.059714409
1400000US11001008302,11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",1737,82,47,0,0,0,0,0,0,12,10,9,9,7,0,0,35,0,0,0,0,0,0,5,0,0,0,7,10,13,1655,868,50,11,16,5,0,11,60,279,138,145,66,60,27,787,9,0,17,0,8,20,52,224,166,122,74,49,46,0.04720783,0.027058146,0.020149683
1400000US11001008402,11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",2189,539,172,17,0,26,3,0,0,0,36,30,17,33,0,10,367,28,0,58,0,15,0,24,60,46,14,7,33,82,1650,766,44,0,41,20,0,4,57,217,140,104,31,62,46,884,48,5,13,16,4,4,46,196,156,152,84,81,79,0.246231156,0.078574692,0.167656464
1400000US11001008410,11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",1356,262,109,0,0,26,8,5,4,11,10,7,24,9,0,5,153,11,0,18,23,8,4,18,12,17,7,5,13,17,1094,542,24,0,27,16,5,9,64,89,119,61,72,43,13,552,7,0,37,23,9,19,40,88,96,95,55,41,42,0.193215339,0.080383481,0.112831858
1400000US11001008500,11001008500,"Census Tract 85, District of Columbia, District of Columbia",3242,794,402,41,19,20,10,7,13,94,25,69,46,18,26,14,392,17,0,40,55,12,10,43,35,54,48,20,25,33,2448,1161,69,8,103,54,39,20,108,151,194,187,124,53,51,1287,72,0,132,33,7,48,127,150,201,195,102,112,108,0.244910549,0.123997532,0.120913017
