GEO.id,GEO.id2,GEO.display-label,HC02_VC01,HC03_VC01,HC04_VC01,HC02_VC02,HC03_VC02,HC04_VC02,HC02_VC03,HC03_VC03,HC04_VC03,HC02_VC04,HC03_VC04,HC04_VC04,HC02_VC05,HC03_VC05,HC04_VC05,HC02_VC06,HC03_VC06,HC04_VC06,HC02_VC07,HC03_VC07,HC04_VC07,HC02_VC08,HC03_VC08,HC04_VC08,HC02_VC09,HC03_VC09,HC04_VC09,HC02_VC10,HC03_VC10,HC04_VC10,HC02_VC11,HC03_VC11,HC04_VC11,HC02_VC12,HC03_VC12,HC04_VC12,HC02_VC13,HC03_VC13,HC04_VC13,HC02_VC14,HC03_VC14,HC04_VC14,HC02_VC15,HC03_VC15,HC04_VC15,HC02_VC16,HC03_VC16,HC04_VC16,HC02_VC17,HC03_VC17,HC04_VC17,HC02_VC18,HC03_VC18,HC04_VC18,HC02_VC19,HC03_VC19,HC04_VC19,HC02_VC20,HC03_VC20,HC04_VC20,HC02_VC21,HC03_VC21,HC04_VC21,HC02_VC22,HC03_VC22,HC04_VC22,HC02_VC23,HC03_VC23,HC04_VC23,HC02_VC25,HC03_VC25,HC04_VC25,HC02_VC26,HC03_VC26,HC04_VC26,HC02_VC27,HC03_VC27,HC04_VC27,HC02_VC28,HC03_VC28,HC04_VC28,HC02_VC29,HC03_VC29,HC04_VC29,HC02_VC30,HC03_VC30,HC04_VC30,HC02_VC31,HC03_VC31,HC04_VC31,HC02_VC32,HC03_VC32,HC04_VC32,HC02_VC33,HC03_VC33,HC04_VC33,HC02_VC34,HC03_VC34,HC04_VC34,HC02_VC35,HC03_VC35,HC04_VC35
1400000US11001007302,11001007302,"Census Tract 73.02, District of Columbia, District of Columbia",3250,731,22.5,915,400,43.7,902,392,43.5,280,63,22.5,575,319,55.5,293,139,47.4,91,13,14.3,178,121,68.0,664,284,42.8,201,50,24.9,440,229,52.0,280,12,4.3,3164,731,23.1,86,0,0.0,728,133,18.3,428,83,19.4,5029,(X),(X),300,50,16.7,7302,(X),(X),82,6,7.3,61,0,0.0,26,0,0.0,35,0,0.0,550,(X),(X),843,(X),(X),851,(X),(X),410,(X),(X),298,(X),(X),1008,(X),(X),1140,(X),(X),1205,(X),(X),504,(X),(X),372,(X),(X),1299,(X),(X)
1400000US11001007304,11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",4446,1946,43.8,1819,1049,57.7,1811,1041,57.5,405,184,45.4,1272,857,67.4,648,455,70.2,191,94,49.2,448,361,80.6,1324,696,52.6,262,123,46.9,928,573,61.7,200,33,16.5,4420,1940,43.9,26,6,23.1,478,136,28.5,252,56,22.2,6321,(X),(X),226,80,35.4,5756,(X),(X),59,26,44.1,59,26,44.1,26,8,30.8,33,18,54.5,1300,(X),(X),2145,(X),(X),2216,(X),(X),1180,(X),(X),817,(X),(X),2577,(X),(X),2723,(X),(X),2776,(X),(X),1425,(X),(X),1039,(X),(X),2929,(X),(X)
1400000US11001007308,11001007308,"Census Tract 73.08, District of Columbia, District of Columbia",382,345,90.3,96,96,100.0,0,0,(X),0,0,(X),0,0,(X),0,0,(X),0,0,(X),0,0,(X),0,0,(X),0,0,(X),0,0,(X),0,0,(X),364,327,89.8,18,18,100.0,382,345,90.3,238,201,84.5,7300,(X),(X),144,144,100.0,6752,(X),(X),0,0,(X),0,0,(X),0,0,(X),0,0,(X),287,(X),(X),345,(X),(X),345,(X),(X),96,(X),(X),96,(X),(X),369,(X),(X),369,(X),(X),369,(X),(X),96,(X),(X),96,(X),(X),369,(X),(X)
1400000US11001007401,11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",2996,1729,57.7,1345,918,68.3,1345,918,68.3,75,0,0.0,1169,888,76.0,383,277,72.3,34,0,0.0,330,270,81.8,1032,694,67.2,41,0,0.0,901,671,74.5,149,61,40.9,2951,1705,57.8,45,24,53.3,298,88,29.5,131,34,26.0,5988,(X),(X),167,54,32.3,6393,(X),(X),47,16,34.0,39,16,41.0,5,5,100.0,34,11,32.4,1169,(X),(X),1987,(X),(X),2008,(X),(X),1069,(X),(X),840,(X),(X),2218,(X),(X),2314,(X),(X),2398,(X),(X),1197,(X),(X),919,(X),(X),2463,(X),(X)
1400000US11001007403,11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",2276,639,28.1,845,274,32.4,845,274,32.4,270,51,18.9,529,196,37.1,316,144,45.6,78,6,7.7,222,122,55.0,601,155,25.8,209,45,21.5,354,91,25.7,142,30,21.1,2268,631,27.8,8,8,100.0,451,160,35.5,155,66,42.6,4815,(X),(X),296,94,31.8,5694,(X),(X),63,19,30.2,29,10,34.5,0,0,(X),29,10,34.5,405,(X),(X),855,(X),(X),855,(X),(X),411,(X),(X),277,(X),(X),949,(X),(X),1109,(X),(X),1128,(X),(X),498,(X),(X),346,(X),(X),1152,(X),(X)
1400000US11001007404,11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",3308,2098,63.4,1547,1132,73.2,1547,1132,73.2,113,57,50.4,1377,1052,76.4,474,381,80.4,18,18,100.0,433,346,79.9,1172,844,72.0,104,48,46.2,1028,790,76.8,167,57,34.1,3308,2098,63.4,0,0,(X),397,230,57.9,222,160,72.1,6126,(X),(X),175,70,40.0,5694,(X),(X),54,35,64.8,46,27,58.7,18,9,50.0,28,18,64.3,1464,(X),(X),2244,(X),(X),2244,(X),(X),1189,(X),(X),882,(X),(X),2314,(X),(X),2409,(X),(X),2485,(X),(X),1327,(X),(X),987,(X),(X),2514,(X),(X)
1400000US11001007406,11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",3133,1619,51.7,1563,983,62.9,1556,976,62.7,225,59,26.2,1289,884,68.6,514,402,78.2,60,28,46.7,445,374,84.0,1143,638,55.8,176,36,20.5,925,569,61.5,72,17,23.6,3121,1619,51.9,12,0,0.0,250,99,39.6,115,20,17.4,5185,(X),(X),135,79,58.5,4244,(X),(X),13,0,0.0,13,0,0.0,0,0,(X),13,0,0.0,1036,(X),(X),1892,(X),(X),1899,(X),(X),1075,(X),(X),706,(X),(X),2146,(X),(X),2339,(X),(X),2339,(X),(X),1276,(X),(X),893,(X),(X),2501,(X),(X)
1400000US11001007407,11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",2412,589,24.4,697,241,34.6,697,241,34.6,244,27,11.1,360,159,44.2,266,95,35.7,94,21,22.3,150,52,34.7,484,152,31.4,156,6,3.8,251,107,42.6,239,35,14.6,2388,589,24.7,24,0,0.0,328,67,20.4,134,30,22.4,7770,(X),(X),194,37,19.1,3849,(X),(X),53,18,34.0,53,18,34.0,0,0,(X),53,18,34.0,234,(X),(X),746,(X),(X),763,(X),(X),315,(X),(X),219,(X),(X),865,(X),(X),963,(X),(X),991,(X),(X),397,(X),(X),281,(X),(X),1140,(X),(X)
1400000US11001007408,11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",2145,1116,52.0,882,578,65.5,882,578,65.5,60,0,0.0,784,559,71.3,328,223,68.0,35,0,0.0,272,215,79.0,629,394,62.6,40,0,0.0,565,383,67.8,144,50,34.7,2145,1116,52.0,0,0,(X),363,157,43.3,193,82,42.5,4230,(X),(X),170,75,44.1,4261,(X),(X),57,34,59.6,57,34,59.6,12,12,100.0,45,22,48.9,549,(X),(X),1235,(X),(X),1273,(X),(X),641,(X),(X),442,(X),(X),1344,(X),(X),1429,(X),(X),1496,(X),(X),734,(X),(X),492,(X),(X),1568,(X),(X)
1400000US11001007409,11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",3430,1423,41.5,1311,671,51.2,1311,671,51.2,186,56,30.1,1075,601,55.9,531,283,53.3,81,14,17.3,421,255,60.6,906,451,49.8,134,50,37.3,751,401,53.4,232,79,34.1,3416,1415,41.4,14,8,57.1,633,209,33.0,327,96,29.4,6083,(X),(X),306,113,36.9,5832,(X),(X),175,59,33.7,133,50,37.6,55,19,34.5,78,31,39.7,920,(X),(X),1550,(X),(X),1620,(X),(X),738,(X),(X),497,(X),(X),1756,(X),(X),1965,(X),(X),1984,(X),(X),859,(X),(X),579,(X),(X),1984,(X),(X)
1400000US11001007502,11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",3957,1771,44.8,1405,819,58.3,1401,815,58.2,177,37,20.9,1131,724,64.0,430,323,75.1,34,0,0.0,363,293,80.7,1028,534,51.9,143,37,25.9,822,473,57.5,292,133,45.5,3934,1763,44.8,23,8,34.8,894,376,42.1,372,182,48.9,5063,(X),(X),522,194,37.2,4187,(X),(X),211,122,57.8,178,105,59.0,35,15,42.9,143,90,62.9,877,(X),(X),1997,(X),(X),1997,(X),(X),901,(X),(X),610,(X),(X),2094,(X),(X),2261,(X),(X),2369,(X),(X),1012,(X),(X),721,(X),(X),2522,(X),(X)
1400000US11001007503,11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",2699,1014,37.6,974,507,52.1,974,507,52.1,190,18,9.5,775,489,63.1,330,218,66.1,65,6,9.2,265,212,80.0,698,323,46.3,134,12,9.0,555,311,56.0,214,34,15.9,2679,1014,37.8,20,0,0.0,473,153,32.3,260,81,31.2,7778,(X),(X),213,72,33.8,5654,(X),(X),81,29,35.8,70,18,25.7,28,7,25.0,42,11,26.2,761,(X),(X),1206,(X),(X),1243,(X),(X),600,(X),(X),396,(X),(X),1387,(X),(X),1463,(X),(X),1469,(X),(X),678,(X),(X),449,(X),(X),1527,(X),(X)
1400000US11001007504,11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",2151,816,37.9,773,364,47.1,773,364,47.1,63,22,34.9,640,323,50.5,297,148,49.8,37,12,32.4,218,117,53.7,539,231,42.9,41,10,24.4,470,221,47.0,183,84,45.9,2129,810,38.0,22,6,27.3,511,225,44.0,304,126,41.4,4545,(X),(X),207,99,47.8,5798,(X),(X),110,77,70.0,63,52,82.5,35,35,100.0,28,17,60.7,558,(X),(X),1015,(X),(X),1039,(X),(X),452,(X),(X),300,(X),(X),1139,(X),(X),1260,(X),(X),1324,(X),(X),579,(X),(X),412,(X),(X),1391,(X),(X)
1400000US11001007601,11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",4540,955,21.0,1108,285,25.7,1090,267,24.5,341,51,15.0,698,216,30.9,399,136,34.1,126,37,29.4,265,99,37.4,805,172,21.4,261,14,5.4,501,158,31.5,493,91,18.5,4466,950,21.3,74,5,6.8,1119,339,30.3,532,154,28.9,5034,(X),(X),587,185,31.5,5339,(X),(X),155,50,32.3,117,50,42.7,35,11,31.4,82,39,47.6,464,(X),(X),1138,(X),(X),1204,(X),(X),372,(X),(X),240,(X),(X),1304,(X),(X),1657,(X),(X),1718,(X),(X),554,(X),(X),379,(X),(X),1785,(X),(X)
1400000US11001007603,11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",4167,675,16.2,847,233,27.5,835,221,26.5,285,45,15.8,527,170,32.3,272,79,29.0,92,9,9.8,173,70,40.5,613,142,23.2,214,36,16.8,383,100,26.1,625,79,12.6,4056,675,16.6,111,0,0.0,1159,234,20.2,487,92,18.9,7161,(X),(X),672,142,21.1,3635,(X),(X),286,56,19.6,263,56,21.3,100,7,7.0,163,49,30.1,534,(X),(X),769,(X),(X),778,(X),(X),233,(X),(X),154,(X),(X),893,(X),(X),983,(X),(X),1018,(X),(X),276,(X),(X),172,(X),(X),1053,(X),(X)
1400000US11001007604,11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",3755,549,14.6,836,216,25.8,811,191,23.6,245,51,20.8,506,131,25.9,260,72,27.7,20,0,0.0,233,72,30.9,581,119,20.5,225,51,22.7,303,59,19.5,488,38,7.8,3740,543,14.5,15,6,40.0,1028,133,12.9,459,35,7.6,6411,(X),(X),569,98,17.2,5693,(X),(X),139,22,15.8,130,22,16.9,52,8,15.4,78,14,17.9,309,(X),(X),762,(X),(X),781,(X),(X),303,(X),(X),186,(X),(X),867,(X),(X),1005,(X),(X),1010,(X),(X),372,(X),(X),222,(X),(X),1071,(X),(X)
1400000US11001007605,11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",3688,623,16.9,842,202,24.0,823,183,22.2,202,6,3.0,511,152,29.7,280,72,25.7,34,0,0.0,189,53,28.0,622,135,21.7,178,6,3.4,377,123,32.6,380,51,13.4,3643,612,16.8,45,11,24.4,1208,255,21.1,640,180,28.1,7035,(X),(X),568,75,13.2,5925,(X),(X),169,27,16.0,151,27,17.9,28,7,25.0,123,20,16.3,430,(X),(X),788,(X),(X),814,(X),(X),286,(X),(X),233,(X),(X),913,(X),(X),1085,(X),(X),1177,(X),(X),412,(X),(X),316,(X),(X),1237,(X),(X)
1400000US11001007703,11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",4598,1486,32.3,1544,727,47.1,1544,727,47.1,202,57,28.2,1315,670,51.0,487,293,60.2,67,21,31.3,404,272,67.3,1123,482,42.9,144,36,25.0,968,446,46.1,439,67,15.3,4540,1475,32.5,58,11,19.0,869,167,19.2,387,48,12.4,8073,(X),(X),482,119,24.7,5266,(X),(X),174,43,24.7,168,37,22.0,35,0,0.0,133,37,27.8,1055,(X),(X),1842,(X),(X),1880,(X),(X),921,(X),(X),641,(X),(X),2007,(X),(X),2305,(X),(X),2382,(X),(X),1143,(X),(X),815,(X),(X),2434,(X),(X)
1400000US11001007707,11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",3753,746,19.9,998,292,29.3,998,292,29.3,275,49,17.8,681,243,35.7,328,129,39.3,72,11,15.3,226,118,52.2,695,169,24.3,203,38,18.7,480,131,27.3,651,71,10.9,3718,726,19.5,35,20,57.1,625,156,25.0,282,78,27.7,7423,(X),(X),343,78,22.7,4067,(X),(X),219,42,19.2,192,36,18.8,64,10,15.6,128,26,20.3,354,(X),(X),933,(X),(X),1002,(X),(X),390,(X),(X),251,(X),(X),1189,(X),(X),1289,(X),(X),1328,(X),(X),477,(X),(X),297,(X),(X),1333,(X),(X)
1400000US11001007708,11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",2642,640,24.2,790,244,30.9,790,244,30.9,71,0,0.0,623,220,35.3,302,79,26.2,10,0,0.0,273,79,28.9,554,169,30.5,67,0,0.0,410,145,35.4,248,34,13.7,2635,640,24.3,7,0,0.0,633,134,21.2,381,68,17.8,5253,(X),(X),252,66,26.2,6802,(X),(X),127,21,16.5,117,21,17.9,75,21,28.0,42,0,0.0,371,(X),(X),810,(X),(X),868,(X),(X),340,(X),(X),212,(X),(X),986,(X),(X),1093,(X),(X),1101,(X),(X),390,(X),(X),244,(X),(X),1186,(X),(X)
1400000US11001007709,11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",2009,295,14.7,464,67,14.4,442,50,11.3,176,10,5.7,244,40,16.4,168,13,7.7,82,0,0.0,86,13,15.1,298,37,12.4,108,10,9.3,168,27,16.1,225,33,14.7,1998,295,14.8,11,0,0.0,614,158,25.7,329,84,25.5,7090,(X),(X),285,74,26.0,5177,(X),(X),97,33,34.0,88,33,37.5,19,0,0.0,69,33,47.8,134,(X),(X),342,(X),(X),354,(X),(X),73,(X),(X),54,(X),(X),443,(X),(X),598,(X),(X),611,(X),(X),191,(X),(X),146,(X),(X),629,(X),(X)
1400000US11001007803,11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",3079,780,25.3,742,273,36.8,742,273,36.8,173,22,12.7,526,231,43.9,216,108,50.0,24,6,25.0,172,82,47.7,543,179,33.0,149,16,10.7,371,163,43.9,471,94,20.0,3045,780,25.6,34,0,0.0,752,222,29.5,393,98,24.9,6061,(X),(X),359,124,34.5,6044,(X),(X),203,74,36.5,184,61,33.2,61,27,44.3,123,34,27.6,538,(X),(X),1041,(X),(X),1066,(X),(X),438,(X),(X),277,(X),(X),1161,(X),(X),1252,(X),(X),1293,(X),(X),486,(X),(X),312,(X),(X),1353,(X),(X)
1400000US11001007804,11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",3098,1257,40.6,1032,641,62.1,1032,641,62.1,119,12,10.1,835,614,73.5,317,188,59.3,56,3,5.4,228,175,76.8,773,474,61.3,75,9,12.0,644,460,71.4,358,68,19.0,3078,1249,40.6,20,8,40.0,527,171,32.4,246,61,24.8,6516,(X),(X),281,110,39.1,5965,(X),(X),142,45,31.7,116,27,23.3,46,6,13.0,70,21,30.0,858,(X),(X),1479,(X),(X),1483,(X),(X),741,(X),(X),551,(X),(X),1579,(X),(X),1676,(X),(X),1698,(X),(X),791,(X),(X),579,(X),(X),1715,(X),(X)
1400000US11001007806,11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",2097,371,17.7,468,105,22.4,468,105,22.4,267,69,25.8,155,36,23.2,115,32,27.8,62,17,27.4,36,15,41.7,369,89,24.1,214,61,28.5,126,28,22.2,284,51,18.0,2090,371,17.8,7,0,0.0,523,132,25.2,257,59,23.0,7624,(X),(X),266,73,27.4,7699,(X),(X),109,6,5.5,89,6,6.7,34,6,17.6,55,0,0.0,282,(X),(X),519,(X),(X),519,(X),(X),135,(X),(X),119,(X),(X),566,(X),(X),684,(X),(X),696,(X),(X),177,(X),(X),145,(X),(X),780,(X),(X)
1400000US11001007807,11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",1941,313,16.1,562,69,12.3,553,60,10.8,143,0,0.0,381,55,14.4,128,0,0.0,20,0,0.0,96,0,0.0,444,60,13.5,123,0,0.0,298,55,18.5,244,69,28.3,1929,313,16.2,12,0,0.0,356,124,34.8,198,63,31.8,5260,(X),(X),158,61,38.6,4367,(X),(X),62,34,54.8,41,20,48.8,20,10,50.0,21,10,47.6,151,(X),(X),412,(X),(X),472,(X),(X),154,(X),(X),154,(X),(X),627,(X),(X),743,(X),(X),787,(X),(X),287,(X),(X),258,(X),(X),787,(X),(X)
1400000US11001007808,11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",4053,1459,36.0,1466,710,48.4,1460,704,48.2,299,0,0.0,1110,704,63.4,396,209,52.8,40,0,0.0,335,209,62.4,1159,545,47.0,269,0,0.0,860,545,63.4,421,115,27.3,4036,1449,35.9,17,10,58.8,549,213,38.8,242,108,44.6,6305,(X),(X),307,105,34.2,6580,(X),(X),134,29,21.6,115,15,13.0,28,0,0.0,87,15,17.2,1183,(X),(X),1704,(X),(X),1832,(X),(X),835,(X),(X),644,(X),(X),1949,(X),(X),2096,(X),(X),2210,(X),(X),988,(X),(X),781,(X),(X),2467,(X),(X)
1400000US11001007809,11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",2567,577,22.5,496,79,15.9,496,79,15.9,124,12,9.7,359,67,18.7,175,37,21.1,53,0,0.0,122,37,30.3,355,42,11.8,78,12,15.4,264,30,11.4,382,76,19.9,2560,577,22.5,7,0,0.0,727,330,45.4,366,202,55.2,7782,(X),(X),361,128,35.5,6345,(X),(X),131,33,25.2,115,22,19.1,15,6,40.0,100,16,16.0,426,(X),(X),702,(X),(X),740,(X),(X),152,(X),(X),104,(X),(X),848,(X),(X),929,(X),(X),983,(X),(X),202,(X),(X),136,(X),(X),1066,(X),(X)
1400000US11001007901,11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",3629,1159,31.9,1056,435,41.2,1056,435,41.2,110,0,0.0,885,386,43.6,367,148,40.3,13,0,0.0,343,137,39.9,796,297,37.3,110,0,0.0,636,259,40.7,453,121,26.7,3588,1139,31.7,41,20,48.8,750,312,41.6,381,153,40.2,6553,(X),(X),369,159,43.1,5008,(X),(X),236,93,39.4,190,66,34.7,45,12,26.7,145,54,37.2,547,(X),(X),1495,(X),(X),1611,(X),(X),584,(X),(X),384,(X),(X),1752,(X),(X),1931,(X),(X),1981,(X),(X),668,(X),(X),468,(X),(X),2111,(X),(X)
1400000US11001007903,11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",1834,349,19.0,366,103,28.1,349,86,24.6,122,0,0.0,193,86,44.6,91,30,33.0,26,0,0.0,65,30,46.2,263,56,21.3,101,0,0.0,128,56,43.8,328,39,11.9,1792,349,19.5,42,0,0.0,530,158,29.8,240,87,36.3,4949,(X),(X),290,71,24.5,5532,(X),(X),155,39,25.2,126,26,20.6,11,0,0.0,115,26,22.6,223,(X),(X),392,(X),(X),424,(X),(X),128,(X),(X),98,(X),(X),491,(X),(X),495,(X),(X),495,(X),(X),137,(X),(X),102,(X),(X),571,(X),(X)
1400000US11001008001,11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",2620,464,17.7,629,164,26.1,625,160,25.6,190,0,0.0,375,123,32.8,164,42,25.6,74,0,0.0,75,36,48.0,511,154,30.1,130,0,0.0,336,123,36.6,353,35,9.9,2552,432,16.9,68,32,47.1,727,167,23.0,468,104,22.2,6885,(X),(X),259,63,24.3,5579,(X),(X),133,26,19.5,126,26,20.6,50,0,0.0,76,26,34.2,337,(X),(X),492,(X),(X),597,(X),(X),246,(X),(X),226,(X),(X),684,(X),(X),787,(X),(X),803,(X),(X),295,(X),(X),275,(X),(X),851,(X),(X)
1400000US11001008002,11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",3097,406,13.1,447,82,18.3,447,82,18.3,191,12,6.3,238,70,29.4,200,36,18.0,100,12,12.0,82,24,29.3,282,51,18.1,108,0,0.0,169,51,30.2,287,37,12.9,3033,398,13.1,64,8,12.5,1299,230,17.7,715,146,20.4,5792,(X),(X),584,84,14.4,5099,(X),(X),122,22,18.0,111,22,19.8,30,0,0.0,81,22,27.2,236,(X),(X),491,(X),(X),491,(X),(X),97,(X),(X),66,(X),(X),537,(X),(X),543,(X),(X),590,(X),(X),122,(X),(X),76,(X),(X),637,(X),(X)
1400000US11001008100,11001008100,"Census Tract 81, District of Columbia, District of Columbia",2422,150,6.2,220,23,10.5,220,23,10.5,127,13,10.2,53,0,0.0,97,23,23.7,71,13,18.3,6,0,0.0,140,4,2.9,63,0,0.0,53,0,0.0,220,7,3.2,2269,112,4.9,153,38,24.8,1183,97,8.2,640,59,9.2,5649,(X),(X),543,38,7.0,4424,(X),(X),105,7,6.7,96,7,7.3,36,0,0.0,60,7,11.7,94,(X),(X),250,(X),(X),250,(X),(X),23,(X),(X),4,(X),(X),291,(X),(X),291,(X),(X),299,(X),(X),38,(X),(X),19,(X),(X),336,(X),(X)
1400000US11001008200,11001008200,"Census Tract 82, District of Columbia, District of Columbia",2543,84,3.3,176,4,2.3,172,0,0.0,148,0,0.0,19,0,0.0,102,0,0.0,102,0,0.0,0,0,(X),89,0,0.0,65,0,0.0,19,0,0.0,166,30,18.1,2479,78,3.1,64,6,9.4,1739,71,4.1,819,52,6.3,4435,(X),(X),920,19,2.1,6600,(X),(X),79,17,21.5,74,17,23.0,28,8,28.6,46,9,19.6,35,(X),(X),132,(X),(X),132,(X),(X),4,(X),(X),4,(X),(X),152,(X),(X),205,(X),(X),248,(X),(X),4,(X),(X),4,(X),(X),265,(X),(X)
1400000US11001008301,11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",2311,219,9.5,292,58,19.9,292,58,19.9,95,0,0.0,183,58,31.7,86,0,0.0,50,0,0.0,22,0,0.0,211,58,27.5,50,0,0.0,161,58,36.0,144,32,22.2,2230,219,9.8,81,0,0.0,1146,112,9.8,684,68,9.9,3897,(X),(X),462,44,9.5,3402,(X),(X),39,14,35.9,24,9,37.5,5,0,0.0,19,9,47.4,31,(X),(X),236,(X),(X),241,(X),(X),58,(X),(X),58,(X),(X),251,(X),(X),380,(X),(X),380,(X),(X),76,(X),(X),63,(X),(X),387,(X),(X)
1400000US11001008302,11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",1737,82,4.7,147,0,0.0,147,0,0.0,120,0,0.0,27,0,0.0,70,0,0.0,52,0,0.0,18,0,0.0,88,0,0.0,79,0,0.0,9,0,0.0,205,23,11.2,1677,72,4.3,60,10,16.7,785,39,5.0,444,22,5.0,5745,(X),(X),341,17,5.0,8188,(X),(X),66,12,18.2,56,12,21.4,19,0,0.0,37,12,32.4,41,(X),(X),123,(X),(X),139,(X),(X),0,(X),(X),0,(X),(X),224,(X),(X),235,(X),(X),244,(X),(X),16,(X),(X),16,(X),(X),275,(X),(X)
1400000US11001008402,11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",2189,539,24.6,346,147,42.5,331,132,39.9,105,24,22.9,208,95,45.7,142,45,31.7,61,0,0.0,76,45,59.2,194,87,44.8,49,24,49.0,132,50,37.9,393,125,31.8,2096,516,24.6,93,23,24.7,940,287,30.5,385,89,23.1,6522,(X),(X),555,198,35.7,4133,(X),(X),211,108,51.2,169,81,47.9,50,10,20.0,119,71,59.7,330,(X),(X),729,(X),(X),742,(X),(X),181,(X),(X),136,(X),(X),811,(X),(X),906,(X),(X),915,(X),(X),208,(X),(X),146,(X),(X),932,(X),(X)
1400000US11001008410,11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",1356,262,19.3,283,107,37.8,283,107,37.8,109,49,45.0,155,58,37.4,42,11,26.2,7,0,0.0,35,11,31.4,241,96,39.8,102,49,48.0,120,47,39.2,174,35,20.1,1324,245,18.5,32,17,53.1,290,19,6.6,145,14,9.7,8429,(X),(X),145,5,3.4,4000,(X),(X),35,10,28.6,17,5,29.4,0,0,(X),17,5,29.4,114,(X),(X),386,(X),(X),454,(X),(X),154,(X),(X),143,(X),(X),512,(X),(X),530,(X),(X),558,(X),(X),181,(X),(X),170,(X),(X),608,(X),(X)
1400000US11001008500,11001008500,"Census Tract 85, District of Columbia, District of Columbia",3242,794,24.5,829,244,29.4,824,239,29.0,272,78,28.7,533,151,28.3,226,77,34.1,115,43,37.4,102,34,33.3,625,181,29.0,176,54,30.7,439,117,26.7,422,98,23.2,3093,780,25.2,149,14,9.4,733,232,31.7,391,125,32.0,3534,(X),(X),342,107,31.3,4609,(X),(X),144,64,44.4,103,45,43.7,23,15,65.2,80,30,37.5,397,(X),(X),1061,(X),(X),1120,(X),(X),358,(X),(X),293,(X),(X),1243,(X),(X),1409,(X),(X),1485,(X),(X),501,(X),(X),424,(X),(X),1550,(X),(X)
1400000US11001008600,11001008600,"Census Tract 86, District of Columbia, District of Columbia",56,16,28.6,7,0,0.0,7,0,0.0,0,0,(X),7,0,0.0,0,0,(X),0,0,(X),0,0,(X),7,0,0.0,0,0,(X),7,0,0.0,8,0,0.0,56,16,28.6,0,0,(X),34,16,47.1,34,16,47.1,8669,(X),(X),0,0,(X),(X),(X),(X),4,0,0.0,0,0,(X),0,0,(X),0,0,(X),16,(X),(X),16,(X),(X),16,(X),(X),0,(X),(X),0,(X),(X),16,(X),(X),23,(X),(X),23,(X),(X),0,(X),(X),0,(X),(X),32,(X),(X)
1400000US11001008701,11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",2445,467,19.1,552,106,19.2,552,106,19.2,129,0,0.0,374,106,28.3,229,37,16.2,46,0,0.0,153,37,24.2,372,69,18.5,91,0,0.0,262,69,26.3,355,38,10.7,2400,445,18.5,45,22,48.9,510,190,37.3,287,128,44.6,5541,(X),(X),223,62,27.8,4627,(X),(X),158,21,13.3,107,21,19.6,34,5,14.7,73,16,21.9,178,(X),(X),574,(X),(X),694,(X),(X),199,(X),(X),114,(X),(X),765,(X),(X),866,(X),(X),866,(X),(X),256,(X),(X),169,(X),(X),959,(X),(X)
1400000US11001008702,11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",1852,479,25.9,495,154,31.1,495,154,31.1,88,14,15.9,380,113,29.7,126,41,32.5,47,6,12.8,70,26,37.1,403,116,28.8,72,11,15.3,313,87,27.8,225,54,24.0,1843,479,26.0,9,0,0.0,477,228,47.8,254,108,42.5,4940,(X),(X),223,120,53.8,5210,(X),(X),82,42,51.2,54,29,53.7,29,24,82.8,25,5,20.0,308,(X),(X),529,(X),(X),542,(X),(X),163,(X),(X),125,(X),(X),565,(X),(X),644,(X),(X),749,(X),(X),250,(X),(X),209,(X),(X),799,(X),(X)
