GEO.id,GEO.id2,GEO.display-label,HC01_VC01,HC02_VC01,HC01_VC03,HC02_VC03,HC01_VC04,HC02_VC04,HC01_VC05,HC02_VC05,HC01_VC06,HC02_VC06,HC01_VC07,HC02_VC07,HC01_VC08,HC02_VC08,HC01_VC09,HC02_VC09,HC01_VC10,HC02_VC10,HC01_VC11,HC02_VC11,HC01_VC12,HC02_VC12,HC01_VC13,HC02_VC13,HC01_VC14,HC02_VC14,HC01_VC15,HC02_VC15,HC01_VC16,HC02_VC16,HC01_VC17,HC02_VC17,HC01_VC18,HC02_VC18,HC01_VC19,HC02_VC19,HC01_VC20,HC02_VC20,HC01_VC21,HC02_VC21,HC01_VC22,HC02_VC22,HC01_VC23,HC02_VC23,HC01_VC24,HC02_VC24,HC01_VC25,HC02_VC25,HC01_VC26,HC02_VC26,HC01_VC28,HC02_VC28,HC01_VC29,HC02_VC29,HC01_VC30,HC02_VC30,HC01_VC31,HC02_VC31,HC01_VC32,HC02_VC32,HC01_VC33,HC02_VC33,HC01_VC34,HC02_VC34,HC01_VC35,HC02_VC35,HC01_VC36,HC02_VC36,HC01_VC37,HC02_VC37,HC01_VC38,HC02_VC38,HC01_VC39,HC02_VC39,HC01_VC40,HC02_VC40,HC01_VC41,HC02_VC41,HC01_VC42,HC02_VC42,HC01_VC43,HC02_VC43,HC01_VC44,HC02_VC44,HC01_VC45,HC02_VC45,HC01_VC46,HC02_VC46,HC01_VC48,HC02_VC48,HC01_VC49,HC02_VC49,HC01_VC50,HC02_VC50,HC01_VC51,HC02_VC51,HC01_VC52,HC02_VC52,HC01_VC53,HC02_VC53,HC01_VC55,HC02_VC55,HC01_VC56,HC02_VC56,HC01_VC57,HC02_VC57,HC01_VC58,HC02_VC58,HC01_VC59,HC02_VC59,HC01_VC60,HC02_VC60,HC01_VC61,HC02_VC61,HC01_VC62,HC02_VC62,HC01_VC64,HC02_VC64,HC01_VC65,HC02_VC65,HC01_VC66,HC02_VC66,HC01_VC67,HC02_VC67,HC01_VC68,HC02_VC68,HC01_VC69,HC02_VC69,HC01_VC70,HC02_VC70,HC01_VC71,HC02_VC71,HC01_VC72,HC02_VC72,HC01_VC73,HC02_VC73,HC01_VC74,HC02_VC74,HC01_VC75,HC02_VC75,HC01_VC76,HC02_VC76,HC01_VC78,HC02_VC78,HC01_VC79,HC02_VC79,HC01_VC80,HC02_VC80,HC01_VC81,HC02_VC81,HC01_VC82,HC02_VC82,HC01_VC83,HC02_VC83,HC01_VC84,HC02_VC84,HC01_VC85,HC02_VC85,HC01_VC86,HC02_VC86,HC01_VC87,HC02_VC87,HC01_VC88,HC02_VC88,HC01_VC89,HC02_VC89,HC01_VC90,HC02_VC90,HC01_VC91,HC02_VC91,HC01_VC93,HC02_VC93,HC01_VC94,HC02_VC94,HC01_VC95,HC02_VC95,HC01_VC96,HC02_VC96,HC01_VC97,HC02_VC97,HC01_VC98,HC02_VC98,HC01_VC100,HC02_VC100,HC01_VC101,HC02_VC101,HC01_VC102,HC02_VC102,HC01_VC103,HC02_VC103,HC01_VC104,HC02_VC104
1400000US24033801403,24033801403,"Census Tract 8014.03, Prince George's County, Maryland",6379,100.0,3127,49.0,3252,51.0,355,5.6,432,6.8,494,7.7,479,7.5,324,5.1,742,11.6,987,15.5,1116,17.5,506,7.9,368,5.8,414,6.5,138,2.2,24,0.4,39.1,(X),4783,75.0,2265,35.5,2518,39.5,4557,71.4,792,12.4,576,9.0,277,4.3,299,4.7,6233,97.7,827,13.0,4366,68.4,9,0.1,919,14.4,13,0.2,16,0.3,839,13.2,7,0.1,13,0.2,2,0.0,29,0.5,8,0.1,1,0.0,6,0.1,0,0.0,1,0.0,104,1.6,146,2.3,905,14.2,4459,69.9,68,1.1,968,15.2,11,0.2,138,2.2,6379,100.0,175,2.7,29,0.5,38,0.6,4,0.1,104,1.6,6204,97.3,787,12.3,6379,100.0,6373,99.9,2064,32.4,1315,20.6,2057,32.2,1238,19.4,675,10.6,308,4.8,262,4.1,75,1.2,6,0.1,0,0.0,6,0.1,2064,100.0,1726,83.6,699,33.9,1315,63.7,512,24.8,320,15.5,147,7.1,338,16.4,265,12.8,61,3.0,867,42.0,443,21.5,3.09,(X),3.34,(X),2153,100.0,2064,95.9,89,4.1,3,0.1,2.3,(X),6.1,(X),2064,100.0,1909,92.5,155,7.5,3.05,(X),3.61,(X)
1400000US24033801404,24033801404,"Census Tract 8014.04, Prince George's County, Maryland",4635,100.0,2170,46.8,2465,53.2,273,5.9,328,7.1,318,6.9,291,6.3,247,5.3,645,13.9,703,15.2,777,16.8,334,7.2,250,5.4,292,6.3,152,3.3,25,0.5,38.3,(X),3523,76.0,1619,34.9,1904,41.1,3374,72.8,602,13.0,469,10.1,207,4.5,262,5.7,4519,97.5,792,17.1,3118,67.3,14,0.3,556,12.0,3,0.1,13,0.3,493,10.6,3,0.1,11,0.2,3,0.1,30,0.6,2,0.0,1,0.0,1,0.0,0,0.0,0,0.0,37,0.8,116,2.5,856,18.5,3189,68.8,40,0.9,590,12.7,14,0.3,82,1.8,4635,100.0,106,2.3,9,0.2,8,0.2,1,0.0,88,1.9,4529,97.7,749,16.2,4635,100.0,4635,100.0,1801,38.9,764,16.5,1428,30.8,941,20.3,391,8.4,145,3.1,251,5.4,109,2.4,0,0.0,0,0.0,0,0.0,1801,100.0,1222,67.9,552,30.6,764,42.4,308,17.1,350,19.4,187,10.4,579,32.1,493,27.4,100,5.6,646,35.9,363,20.2,2.57,(X),3.11,(X),1916,100.0,1801,94.0,115,6.0,5,0.3,1.9,(X),5.1,(X),1801,100.0,1211,67.2,590,32.8,2.72,(X),2.27,(X)
1400000US24033801405,24033801405,"Census Tract 8014.05, Prince George's County, Maryland",4046,100.0,1899,46.9,2147,53.1,253,6.3,329,8.1,338,8.4,289,7.1,226,5.6,489,12.1,710,17.5,604,14.9,217,5.4,160,4.0,238,5.9,160,4.0,33,0.8,36.6,(X),2933,72.5,1308,32.3,1625,40.2,2786,68.9,527,13.0,431,10.7,173,4.3,258,6.4,3943,97.5,781,19.3,2604,64.4,26,0.6,471,11.6,25,0.6,15,0.4,399,9.9,1,0.0,7,0.2,4,0.1,20,0.5,6,0.1,2,0.0,1,0.0,0,0.0,3,0.1,55,1.4,103,2.5,828,20.5,2669,66.0,40,1.0,516,12.8,13,0.3,91,2.2,4046,100.0,108,2.7,3,0.1,17,0.4,3,0.1,85,2.1,3938,97.3,753,18.6,4046,100.0,4046,100.0,1491,36.9,592,14.6,1371,33.9,924,22.8,386,9.5,176,4.3,206,5.1,83,2.1,0,0.0,0,0.0,0,0.0,1491,100.0,1039,69.7,512,34.3,592,39.7,270,18.1,351,23.5,189,12.7,452,30.3,385,25.8,126,8.5,605,40.6,339,22.7,2.71,(X),3.26,(X),1595,100.0,1491,93.5,104,6.5,0,0.0,3.0,(X),4.5,(X),1491,100.0,899,60.3,592,39.7,2.84,(X),2.52,(X)
1400000US24033801406,24033801406,"Census Tract 8014.06, Prince George's County, Maryland",3140,100.0,1393,44.4,1747,55.6,252,8.0,240,7.6,218,6.9,184,5.9,194,6.2,632,20.1,538,17.1,479,15.3,162,5.2,107,3.4,95,3.0,34,1.1,5,0.2,32.4,(X),2309,73.5,951,30.3,1358,43.2,2208,70.3,192,6.1,134,4.3,59,1.9,75,2.4,3075,97.9,213,6.8,2732,87.0,23,0.7,82,2.6,9,0.3,1,0.0,66,2.1,0,0.0,3,0.1,0,0.0,3,0.1,4,0.1,0,0.0,4,0.1,0,0.0,0,0.0,21,0.7,65,2.1,236,7.5,2778,88.5,44,1.4,106,3.4,5,0.2,41,1.3,3140,100.0,40,1.3,2,0.1,8,0.3,0,0.0,30,1.0,3100,98.7,208,6.6,3140,100.0,3140,100.0,1361,43.3,379,12.1,1006,32.0,718,22.9,212,6.8,100,3.2,182,5.8,89,2.8,0,0.0,0,0.0,0,0.0,1361,100.0,800,58.8,449,33.0,379,27.8,184,13.5,352,25.9,230,16.9,561,41.2,470,34.5,24,1.8,517,38.0,105,7.7,2.31,(X),3.00,(X),1448,100.0,1361,94.0,87,6.0,1,0.1,5.9,(X),3.1,(X),1361,100.0,635,46.7,726,53.3,2.44,(X),2.19,(X)
1400000US24033801407,24033801407,"Census Tract 8014.07, Prince George's County, Maryland",6232,100.0,2964,47.6,3268,52.4,412,6.6,484,7.8,509,8.2,450,7.2,324,5.2,797,12.8,1085,17.4,1084,17.4,386,6.2,264,4.2,307,4.9,102,1.6,28,0.4,36.4,(X),4525,72.6,2080,33.4,2445,39.2,4309,69.1,573,9.2,437,7.0,190,3.0,247,4.0,6078,97.5,592,9.5,5274,84.6,17,0.3,138,2.2,6,0.1,9,0.1,87,1.4,4,0.1,13,0.2,3,0.0,16,0.3,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,56,0.9,154,2.5,663,10.6,5397,86.6,67,1.1,179,2.9,5,0.1,110,1.8,6232,100.0,134,2.2,13,0.2,29,0.5,1,0.0,91,1.5,6098,97.8,563,9.0,6232,100.0,6228,99.9,2129,34.2,1164,18.7,2055,33.0,1386,22.2,588,9.4,261,4.2,292,4.7,100,1.6,4,0.1,0,0.0,4,0.1,2129,100.0,1673,78.6,793,37.2,1164,54.7,537,25.2,400,18.8,200,9.4,456,21.4,378,17.8,60,2.8,939,44.1,322,15.1,2.93,(X),3.28,(X),2227,100.0,2129,95.6,98,4.4,5,0.2,2.7,(X),5.4,(X),2129,100.0,1762,82.8,367,17.2,3.01,(X),2.50,(X)
1400000US24033801500,24033801500,"Census Tract 8015, Prince George's County, Maryland",2620,100.0,1230,46.9,1390,53.1,165,6.3,199,7.6,234,8.9,169,6.5,138,5.3,276,10.5,400,15.3,449,17.1,181,6.9,126,4.8,161,6.1,102,3.9,20,0.8,38.5,(X),1907,72.8,859,32.8,1048,40.0,1826,69.7,354,13.5,283,10.8,125,4.8,158,6.0,2572,98.2,345,13.2,2090,79.8,3,0.1,80,3.1,3,0.1,8,0.3,53,2.0,5,0.2,6,0.2,3,0.1,2,0.1,9,0.3,0,0.0,7,0.3,1,0.0,1,0.0,45,1.7,48,1.8,366,14.0,2128,81.2,12,0.5,92,3.5,15,0.6,57,2.2,2620,100.0,76,2.9,16,0.6,24,0.9,2,0.1,34,1.3,2544,97.1,322,12.3,2620,100.0,2620,100.0,913,34.8,415,15.8,844,32.2,517,19.7,319,12.2,174,6.6,129,4.9,38,1.5,0,0.0,0,0.0,0,0.0,913,100.0,679,74.4,282,30.9,415,45.5,167,18.3,214,23.4,94,10.3,234,25.6,183,20.0,50,5.5,382,41.8,208,22.8,2.87,(X),3.32,(X),962,100.0,913,94.9,49,5.1,1,0.1,2.5,(X),6.8,(X),913,100.0,831,91.0,82,9.0,2.83,(X),3.23,(X)
1400000US24033801600,24033801600,"Census Tract 8016, Prince George's County, Maryland",2961,100.0,1348,45.5,1613,54.5,207,7.0,313,10.6,243,8.2,222,7.5,225,7.6,527,17.8,477,16.1,390,13.2,118,4.0,117,4.0,90,3.0,26,0.9,6,0.2,29.9,(X),2065,69.7,865,29.2,1200,40.5,1924,65.0,188,6.3,122,4.1,50,1.7,72,2.4,2923,98.7,45,1.5,2837,95.8,2,0.1,14,0.5,0,0.0,5,0.2,2,0.1,2,0.1,0,0.0,0,0.0,5,0.2,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,24,0.8,38,1.3,50,1.7,2869,96.9,21,0.7,21,0.7,9,0.3,32,1.1,2961,100.0,54,1.8,15,0.5,9,0.3,4,0.1,26,0.9,2907,98.2,37,1.2,2961,100.0,2961,100.0,1150,38.8,284,9.6,1017,34.3,712,24.0,307,10.4,163,5.5,203,6.9,115,3.9,0,0.0,0,0.0,0,0.0,1150,100.0,773,67.2,425,37.0,284,24.7,128,11.1,412,35.8,249,21.7,377,32.8,317,27.6,22,1.9,526,45.7,101,8.8,2.57,(X),3.08,(X),1341,100.0,1150,85.8,191,14.2,0,0.0,11.8,(X),10.4,(X),1150,100.0,418,36.3,732,63.7,2.86,(X),2.41,(X)
1400000US24033801701,24033801701,"Census Tract 8017.01, Prince George's County, Maryland",4533,100.0,2060,45.4,2473,54.6,336,7.4,448,9.9,403,8.9,306,6.8,302,6.7,756,16.7,764,16.9,534,11.8,197,4.3,157,3.5,169,3.7,129,2.8,32,0.7,31.1,(X),3142,69.3,1354,29.9,1788,39.4,2973,65.6,401,8.8,330,7.3,141,3.1,189,4.2,4471,98.6,495,10.9,3760,82.9,9,0.2,63,1.4,3,0.1,3,0.1,48,1.1,1,0.0,3,0.1,0,0.0,5,0.1,12,0.3,8,0.2,4,0.1,0,0.0,0,0.0,132,2.9,62,1.4,530,11.7,3806,84.0,27,0.6,82,1.8,13,0.3,154,3.4,4533,100.0,243,5.4,84,1.9,18,0.4,3,0.1,138,3.0,4290,94.6,440,9.7,4533,100.0,4522,99.8,1666,36.8,595,13.1,1459,32.2,1133,25.0,489,10.8,222,4.9,313,6.9,114,2.5,11,0.2,0,0.0,11,0.2,1666,100.0,1142,68.5,657,39.4,595,35.7,295,17.7,448,26.9,302,18.1,524,31.5,422,25.3,71,4.3,761,45.7,242,14.5,2.71,(X),3.23,(X),1765,100.0,1666,94.4,99,5.6,1,0.1,3.7,(X),5.8,(X),1666,100.0,848,50.9,818,49.1,2.66,(X),2.77,(X)
1400000US24033801702,24033801702,"Census Tract 8017.02, Prince George's County, Maryland",3394,100.0,1503,44.3,1891,55.7,269,7.9,312,9.2,241,7.1,208,6.1,292,8.6,800,23.6,578,17.0,408,12.0,104,3.1,76,2.2,65,1.9,33,1.0,8,0.2,29.5,(X),2456,72.4,1019,30.0,1437,42.3,2323,68.4,148,4.4,106,3.1,34,1.0,72,2.1,3355,98.9,257,7.6,3008,88.6,8,0.2,32,0.9,0,0.0,6,0.2,20,0.6,0,0.0,3,0.1,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,1.5,39,1.1,274,8.1,3043,89.7,21,0.6,43,1.3,1,0.0,59,1.7,3394,100.0,92,2.7,13,0.4,33,1.0,3,0.1,43,1.3,3302,97.3,240,7.1,3394,100.0,3390,99.9,1538,45.3,335,9.9,1002,29.5,774,22.8,278,8.2,136,4.0,237,7.0,92,2.7,4,0.1,0,0.0,4,0.1,1538,100.0,830,54.0,511,33.2,335,21.8,190,12.4,419,27.2,283,18.4,708,46.0,607,39.5,37,2.4,587,38.2,98,6.4,2.20,(X),2.95,(X),1673,100.0,1538,91.9,135,8.1,1,0.1,5.4,(X),7.0,(X),1538,100.0,382,24.8,1156,75.2,2.54,(X),2.09,(X)
1400000US24033801704,24033801704,"Census Tract 8017.04, Prince George's County, Maryland",4948,100.0,2272,45.9,2676,54.1,401,8.1,419,8.5,388,7.8,323,6.5,405,8.2,885,17.9,833,16.8,650,13.1,228,4.6,176,3.6,159,3.2,68,1.4,13,0.3,31.0,(X),3549,71.7,1559,31.5,1990,40.2,3333,67.4,340,6.9,240,4.9,104,2.1,136,2.7,4873,98.5,127,2.6,4697,94.9,15,0.3,20,0.4,4,0.1,2,0.0,7,0.1,2,0.0,4,0.1,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.3,75,1.5,156,3.2,4762,96.2,44,0.9,37,0.7,0,0.0,34,0.7,4948,100.0,66,1.3,13,0.3,20,0.4,1,0.0,32,0.6,4882,98.7,120,2.4,4948,100.0,4948,100.0,2130,43.0,503,10.2,1511,30.5,1172,23.7,433,8.8,193,3.9,371,7.5,196,4.0,0,0.0,0,0.0,0,0.0,2130,100.0,1223,57.4,697,32.7,503,23.6,221,10.4,589,27.7,407,19.1,907,42.6,777,36.5,69,3.2,812,38.1,203,9.5,2.32,(X),3.00,(X),2234,100.0,2130,95.3,104,4.7,2,0.1,4.8,(X),3.5,(X),2130,100.0,553,26.0,1577,74.0,2.87,(X),2.13,(X)
1400000US24033801706,24033801706,"Census Tract 8017.06, Prince George's County, Maryland",1938,100.0,877,45.3,1061,54.7,124,6.4,178,9.2,192,9.9,159,8.2,126,6.5,282,14.6,311,16.0,316,16.3,72,3.7,54,2.8,76,3.9,38,2.0,10,0.5,31.8,(X),1336,68.9,559,28.8,777,40.1,1257,64.9,157,8.1,124,6.4,48,2.5,76,3.9,1905,98.3,159,8.2,1712,88.3,7,0.4,19,1.0,0,0.0,12,0.6,2,0.1,1,0.1,0,0.0,4,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.4,33,1.7,175,9.0,1742,89.9,26,1.3,20,1.0,1,0.1,14,0.7,1938,100.0,26,1.3,6,0.3,9,0.5,0,0.0,11,0.6,1912,98.7,157,8.1,1938,100.0,1938,100.0,683,35.2,254,13.1,699,36.1,508,26.2,166,8.6,66,3.4,136,7.0,36,1.9,0,0.0,0,0.0,0,0.0,683,100.0,491,71.9,265,38.8,254,37.2,128,18.7,204,29.9,117,17.1,192,28.1,138,20.2,24,3.5,311,45.5,97,14.2,2.84,(X),3.28,(X),715,100.0,683,95.5,32,4.5,1,0.1,3.2,(X),1.7,(X),683,100.0,337,49.3,346,50.7,2.90,(X),2.78,(X)
1400000US24033801707,24033801707,"Census Tract 8017.07, Prince George's County, Maryland",6326,100.0,2884,45.6,3442,54.4,558,8.8,645,10.2,576,9.1,466,7.4,482,7.6,1031,16.3,957,15.1,827,13.1,271,4.3,186,2.9,234,3.7,81,1.3,12,0.2,29.0,(X),4255,67.3,1855,29.3,2400,37.9,3991,63.1,433,6.8,327,5.2,162,2.6,165,2.6,6204,98.1,222,3.5,5861,92.6,10,0.2,85,1.3,7,0.1,2,0.0,66,1.0,4,0.1,4,0.1,1,0.0,1,0.0,7,0.1,2,0.0,5,0.1,0,0.0,0,0.0,19,0.3,122,1.9,269,4.3,5962,94.2,60,0.9,106,1.7,11,0.2,63,1.0,6326,100.0,92,1.5,11,0.2,21,0.3,0,0.0,60,0.9,6234,98.5,207,3.3,6326,100.0,6325,100.0,2172,34.3,713,11.3,2302,36.4,1648,26.1,718,11.3,385,6.1,420,6.6,245,3.9,1,0.0,0,0.0,1,0.0,2172,100.0,1611,74.2,894,41.2,713,32.8,315,14.5,751,34.6,491,22.6,561,25.8,436,20.1,47,2.2,1097,50.5,253,11.6,2.91,(X),3.32,(X),2365,100.0,2172,91.8,193,8.2,3,0.1,3.3,(X),8.5,(X),2172,100.0,813,37.4,1359,62.6,3.05,(X),2.83,(X)
1400000US24033801708,24033801708,"Census Tract 8017.08, Prince George's County, Maryland",3746,100.0,1759,47.0,1987,53.0,297,7.9,346,9.2,334,8.9,279,7.4,297,7.9,586,15.6,650,17.4,506,13.5,179,4.8,101,2.7,105,2.8,49,1.3,17,0.5,30.9,(X),2604,69.5,1172,31.3,1432,38.2,2432,64.9,229,6.1,171,4.6,79,2.1,92,2.5,3702,98.8,258,6.9,3362,89.7,4,0.1,53,1.4,2,0.1,2,0.1,40,1.1,3,0.1,2,0.1,0,0.0,4,0.1,2,0.1,1,0.0,0,0.0,1,0.0,0,0.0,23,0.6,44,1.2,285,7.6,3395,90.6,14,0.4,69,1.8,2,0.1,32,0.9,3746,100.0,57,1.5,13,0.3,9,0.2,4,0.1,31,0.8,3689,98.5,256,6.8,3746,100.0,3746,100.0,1429,38.1,463,12.4,1248,33.3,941,25.1,346,9.2,167,4.5,260,6.9,118,3.2,0,0.0,0,0.0,0,0.0,1429,100.0,953,66.7,544,38.1,463,32.4,227,15.9,394,27.6,265,18.5,476,33.3,380,26.6,49,3.4,639,44.7,140,9.8,2.62,(X),3.16,(X),1481,100.0,1429,96.5,52,3.5,0,0.0,3.7,(X),1.8,(X),1429,100.0,547,38.3,882,61.7,2.64,(X),2.61,(X)
1400000US24033801801,24033801801,"Census Tract 8018.01, Prince George's County, Maryland",2099,100.0,938,44.7,1161,55.3,156,7.4,182,8.7,164,7.8,119,5.7,177,8.4,383,18.2,350,16.7,267,12.7,76,3.6,79,3.8,87,4.1,52,2.5,7,0.3,31.4,(X),1519,72.4,642,30.6,877,41.8,1459,69.5,184,8.8,146,7.0,54,2.6,92,4.4,2065,98.4,104,5.0,1930,91.9,4,0.2,20,1.0,0,0.0,2,0.1,5,0.2,2,0.1,4,0.2,4,0.2,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.3,34,1.6,119,5.7,1958,93.3,14,0.7,27,1.3,2,0.1,19,0.9,2099,100.0,34,1.6,11,0.5,17,0.8,0,0.0,6,0.3,2065,98.4,99,4.7,2099,100.0,2099,100.0,868,41.4,225,10.7,658,31.3,478,22.8,181,8.6,89,4.2,167,8.0,106,5.1,0,0.0,0,0.0,0,0.0,868,100.0,547,63.0,299,34.4,225,25.9,101,11.6,251,28.9,158,18.2,321,37.0,250,28.8,31,3.6,360,41.5,108,12.4,2.42,(X),2.95,(X),910,100.0,868,95.4,42,4.6,0,0.0,3.1,(X),4.3,(X),868,100.0,251,28.9,617,71.1,2.65,(X),2.32,(X)
1400000US24033801802,24033801802,"Census Tract 8018.02, Prince George's County, Maryland",4133,100.0,1843,44.6,2290,55.4,260,6.3,356,8.6,346,8.4,293,7.1,255,6.2,646,15.6,632,15.3,669,16.2,208,5.0,170,4.1,193,4.7,77,1.9,28,0.7,33.5,(X),2974,72.0,1248,30.2,1726,41.8,2817,68.2,381,9.2,298,7.2,115,2.8,183,4.4,4078,98.7,246,6.0,3796,91.8,3,0.1,18,0.4,7,0.2,4,0.1,4,0.1,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,0.4,55,1.3,274,6.6,3847,93.1,26,0.6,24,0.6,2,0.0,24,0.6,4133,100.0,55,1.3,18,0.4,5,0.1,1,0.0,31,0.8,4078,98.7,227,5.5,4133,100.0,4133,100.0,1643,39.8,469,11.3,1360,32.9,910,22.0,431,10.4,219,5.3,230,5.6,97,2.3,0,0.0,0,0.0,0,0.0,1643,100.0,1078,65.6,557,33.9,469,28.5,221,13.5,507,30.9,285,17.3,565,34.4,483,29.4,77,4.7,672,40.9,237,14.4,2.52,(X),3.10,(X),1768,100.0,1643,92.9,125,7.1,1,0.1,5.1,(X),2.7,(X),1643,100.0,1003,61.0,640,39.0,2.54,(X),2.48,(X)
1400000US24033801804,24033801804,"Census Tract 8018.04, Prince George's County, Maryland",2122,100.0,971,45.8,1151,54.2,112,5.3,125,5.9,144,6.8,153,7.2,99,4.7,241,11.4,268,12.6,350,16.5,170,8.0,120,5.7,211,9.9,100,4.7,29,1.4,42.5,(X),1636,77.1,714,33.6,922,43.4,1573,74.1,405,19.1,340,16.0,137,6.5,203,9.6,2087,98.4,136,6.4,1934,91.1,1,0.0,7,0.3,0,0.0,5,0.2,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.4,35,1.6,159,7.5,1959,92.3,16,0.8,20,0.9,2,0.1,18,0.8,2122,100.0,30,1.4,3,0.1,5,0.2,1,0.0,21,1.0,2092,98.6,124,5.8,2122,100.0,2122,100.0,775,36.5,373,17.6,614,28.9,344,16.2,279,13.1,130,6.1,81,3.8,27,1.3,0,0.0,0,0.0,0,0.0,775,100.0,574,74.1,201,25.9,373,48.1,129,16.6,166,21.4,63,8.1,201,25.9,177,22.8,75,9.7,275,35.5,256,33.0,2.74,(X),3.21,(X),807,100.0,775,96.0,32,4.0,0,0.0,1.4,(X),6.1,(X),775,100.0,729,94.1,46,5.9,2.69,(X),3.46,(X)
1400000US24033801805,24033801805,"Census Tract 8018.05, Prince George's County, Maryland",2310,100.0,1107,47.9,1203,52.1,149,6.5,156,6.8,117,5.1,112,4.8,188,8.1,429,18.6,384,16.6,320,13.9,152,6.6,124,5.4,122,5.3,49,2.1,8,0.3,35.1,(X),1817,78.7,849,36.8,968,41.9,1741,75.4,238,10.3,179,7.7,77,3.3,102,4.4,2276,98.5,89,3.9,2153,93.2,5,0.2,13,0.6,0,0.0,2,0.1,5,0.2,0,0.0,1,0.0,1,0.0,4,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.7,34,1.5,110,4.8,2182,94.5,22,1.0,22,1.0,0,0.0,24,1.0,2310,100.0,25,1.1,1,0.0,9,0.4,1,0.0,14,0.6,2285,98.9,89,3.9,2310,100.0,2310,100.0,1068,46.2,251,10.9,600,26.0,373,16.1,235,10.2,102,4.4,156,6.8,57,2.5,0,0.0,0,0.0,0,0.0,1068,100.0,543,50.8,226,21.2,251,23.5,80,7.5,216,20.2,115,10.8,525,49.2,446,41.8,53,5.0,298,27.9,150,14.0,2.16,(X),3.00,(X),1187,100.0,1068,90.0,119,10.0,2,0.2,6.6,(X),8.9,(X),1068,100.0,512,47.9,556,52.1,2.57,(X),1.78,(X)
1400000US24033801807,24033801807,"Census Tract 8018.07, Prince George's County, Maryland",4717,100.0,2165,45.9,2552,54.1,315,6.7,348,7.4,346,7.3,290,6.1,331,7.0,701,14.9,748,15.9,734,15.6,287,6.1,243,5.2,254,5.4,104,2.2,16,0.3,35.4,(X),3542,75.1,1528,32.4,2014,42.7,3354,71.1,510,10.8,374,7.9,167,3.5,207,4.4,4652,98.6,95,2.0,4528,96.0,4,0.1,14,0.3,0,0.0,4,0.1,9,0.2,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.2,65,1.4,123,2.6,4592,97.4,40,0.8,19,0.4,1,0.0,29,0.6,4717,100.0,51,1.1,16,0.3,4,0.1,2,0.0,29,0.6,4666,98.9,88,1.9,4717,100.0,4717,100.0,2017,42.8,530,11.2,1378,29.2,880,18.7,482,10.2,257,5.4,310,6.6,160,3.4,0,0.0,0,0.0,0,0.0,2017,100.0,1186,58.8,545,27.0,530,26.3,194,9.6,540,26.8,284,14.1,831,41.2,704,34.9,92,4.6,693,34.4,294,14.6,2.34,(X),3.02,(X),2111,100.0,2017,95.5,94,4.5,1,0.0,2.1,(X),4.6,(X),2017,100.0,912,45.2,1105,54.8,2.69,(X),2.05,(X)
1400000US24033801808,24033801808,"Census Tract 8018.08, Prince George's County, Maryland",3686,100.0,1625,44.1,2061,55.9,291,7.9,320,8.7,270,7.3,239,6.5,227,6.2,587,15.9,558,15.1,496,13.5,184,5.0,140,3.8,214,5.8,137,3.7,23,0.6,33.5,(X),2652,71.9,1092,29.6,1560,42.3,2523,68.4,460,12.5,374,10.1,148,4.0,226,6.1,3625,98.3,201,5.5,3405,92.4,7,0.2,6,0.2,2,0.1,1,0.0,1,0.0,2,0.1,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,5,0.1,61,1.7,216,5.9,3458,93.8,35,0.9,9,0.2,3,0.1,33,0.9,3686,100.0,33,0.9,5,0.1,19,0.5,0,0.0,9,0.2,3653,99.1,196,5.3,3686,100.0,3677,99.8,1513,41.0,411,11.2,1155,31.3,806,21.9,413,11.2,203,5.5,185,5.0,92,2.5,9,0.2,0,0.0,9,0.2,1513,100.0,984,65.0,478,31.6,411,27.2,157,10.4,469,31.0,265,17.5,529,35.0,471,31.1,90,5.9,591,39.1,282,18.6,2.43,(X),3.01,(X),1587,100.0,1513,95.3,74,4.7,5,0.3,2.6,(X),4.0,(X),1513,100.0,553,36.5,960,63.5,2.62,(X),2.32,(X)
